"","x","y","label"
"1891",253.15032375,169.44195003,"Layer3"
"1892",361.926205084,121.692173408,"Layer3"
"1893",323.177328862,337.08371998,"Layer6"
"1894",178.352841426,222.817289402,"Layer3"
"1895",337.893801016,450.450060518,"Layer5"
"1896",407.920806128,192.124219038,"Layer3"
"1897",375.832596202,342.889300738,"Layer5"
"1898",339.423954084,234.788486934,"Layer5"
"1899",335.913602928,294.059416068,"Layer6"
"1900",295.094519614,363.86139867,"Layer6"
"1901",218.361843704,260.846093592,"Layer5"
"1902",434.698484818,348.694881496,"Layer3"
"1903",364.131425682,245.72458092,"Layer5"
"1904",293.069317024,218.2718347,"Layer5"
"1905",483.7983965,413.771391388,"Layer2"
"1906",348.469858986,272.592268614,"Layer6"
"1907",203.240331032,212.19622693,"Layer3"
"1908",267.32674188,347.479759942,"WM"
"1909",465.34655068,392.034216922,"Layer3"
"1910",149.594964648,346.624674404,"Layer5"
"1911",391.359149392,337.578769502,"Layer5"
"1912",193.204327086,314.58146898,"Layer5"
"1913",344.014413288,461.2961455,"Layer5"
"1914",279.432952918,390.729086364,"WM"
"1915",458.910906894,424.347449358,"Layer3"
"1916",270.92710204,277.407750328,"Layer5"
"1917",340.189030618,126.91269564,"Layer3"
"1918",186.363642782,400.810094812,"WM"
"1919",309.000910732,159.045910068,"Layer3"
"1920",472.09722598,316.60667157,"Layer3"
"1921",193.339340592,293.024312522,"Layer5"
"1922",173.447350708,476.237640164,"WM"
"1923",471.64718096,381.323145446,"Layer3"
"1924",377.002713254,181.098116048,"Layer3"
"1925",286.093619214,326.05761699,"Layer6"
"1926",353.240336198,466.741690242,"Layer5"
"1927",341.404152172,391.179131384,"Layer6"
"1928",434.203435296,413.411355372,"Layer3"
"1929",142.619266838,454.410456694,"WM"
"1930",291.719181964,401.575171346,"Layer6"
"1931",222.142221872,169.21692752,"Layer2"
"1932",236.588667014,314.896500494,"Layer6"
"1933",306.075618102,132.08821337,"Layer2"
"1934",203.960403064,115.166520618,"Layer1"
"1935",282.17822754,439.24393952,"Layer6"
"1936",435.238538842,273.222331642,"Layer3"
"1937",219.17192474,153.0153068,"Layer1"
"1938",224.57246498,260.891098094,"Layer5"
"1939",405.085522502,154.36544186,"Layer3"
"1940",289.82899288,234.428450918,"Layer5"
"1941",258.685877496,255.760584866,"Layer5"
"1942",189.69397593,373.897402616,"Layer6"
"1943",380.2880419,154.185423852,"Layer3"
"1944",365.66157875,466.831699246,"Layer5"
"1945",453.510366654,316.471658064,"Layer3"
"1946",469.441960362,257.290737934,"Layer2"
"1947",155.310536402,411.386152782,"WM"
"1948",422.907305294,262.331242158,"Layer3"
"1949",457.740789842,160.126018116,"Layer1"
"1950",439.153930516,159.99100461,"Layer2"
"1951",356.615673848,429.027917566,"Layer5"
"1952",372.63727656,359.045916956,"Layer5"
"1953",171.91719764,255.130521838,"Layer3"
"1954",244.734481876,471.332149446,"WM"
"1955",417.551769556,143.654370384,"Layer3"
"1956",298.964906786,261.431152118,"Layer6"
"1957",301.08011838,396.26464011,"Layer6"
"1958",248.964905064,314.986509498,"Layer6"
"1959",211.566163902,347.074719424,"Layer6"
"1960",247.659774506,498.334850646,"WM"
"1961",261.521161122,293.519362044,"Layer6"
"1962",354.63547576,272.637273116,"Layer6"
"1963",363.366349148,353.555367712,"Layer5"
"1964",347.614773448,391.224135886,"Layer6"
"1965",372.142227038,423.71738633,"Layer5"
"1966",216.966704142,454.950510718,"WM"
"1967",250.00000861,174.797485768,"Layer3"
"1968",271.782187578,158.775883056,"Layer3"
"1969",400.225036286,396.984712142,"Layer4"
"1970",457.560771834,181.683174574,"Layer2"
"1971",305.715582086,186.003606766,"Layer3"
"1972",456.075623268,386.58867218,"Layer3"
"1973",412.781292344,375.517564688,"Layer4"
"1974",188.478854376,109.675971374,"Layer1"
"1975",195.409547684,438.613876492,"WM"
"1976",272.592268614,476.957712196,"Layer6"
"1977",382.583271502,267.416750884,"Layer5"
"1978",228.17282514,190.81908848,"Layer3"
"1979",460.39605546,219.486956254,"Layer3"
"1980",221.512158844,255.490557854,"Layer4"
"1981",150.810086202,174.077413736,"Layer1"
"1982",281.368146504,121.107114882,"Layer1"
"1983",478.217838252,327.452756552,"Layer2"
"1984",195.634570194,406.300644056,"WM"
"1985",455.625578248,451.305146056,"Layer3"
"1986",208.82088928,298.514861766,"Layer5"
"1987",251.035112156,460.62107797,"WM"
"1988",228.352843148,169.261932022,"Layer2"
"1989",401.260139832,256.795688412,"Layer5"
"1990",220.117019282,449.59497498,"WM"
"1991",336.768688466,175.427548796,"Layer3"
"1992",331.503161732,471.962212474,"Layer6"
"1993",206.390646172,206.840691192,"Layer3"
"1994",420.7920937,127.497754166,"Layer2"
"1995",487.083725146,386.81369469,"Layer2"
"1996",168.001805966,368.316844368,"Layer6"
"1997",259.180927018,191.04411099,"Layer3"
"1998",322.412252328,444.959511274,"Layer6"
"1999",257.830791958,374.392452138,"WM"
"2000",344.05941779,450.49506502,"Layer5"
"2001",273.087318136,412.24123832,"WM"
"2002",304.45545603,358.550867434,"Layer6"
"2003",381.278140944,450.765092032,"Layer4"
"2004",397.479761664,348.424854484,"Layer5"
"2005",183.39334565,384.608474092,"WM"
"2006",148.649870106,476.057622156,"WM"
"2007",252.970305742,190.999106488,"Layer3"
"2008",400.76509031,321.467157786,"Layer5"
"2009",212.87129446,163.771382778,"Layer1"
"2010",264.221431242,352.83529568,"WM"
"2011",310.576068302,369.351947914,"Layer6"
"2012",260.216030564,476.867703192,"WM"
"2013",305.760586588,175.202526286,"Layer3"
"2014",376.01261421,321.287139778,"Layer5"
"2015",407.74078812,213.681375496,"Layer3"
"2016",181.188125052,260.57606658,"Layer3"
"2017",435.058520834,294.7794881,"Layer3"
"2018",401.620175848,202.880295016,"Layer3"
"2019",235.643572472,444.329448246,"WM"
"2020",298.874897782,272.232232598,"Layer6"
"2021",311.341144836,261.521161122,"Layer6"
"2022",351.215133608,321.152126272,"Layer6"
"2023",419.846999158,256.930701918,"Layer3"
"2024",223.717379442,379.522965366,"WM"
"2025",383.43835704,148.829888114,"Layer3"
"2026",271.107120048,255.85059387,"Layer5"
"2027",286.22863272,304.500460532,"Layer6"
"2028",428.262841032,381.008113932,"Layer3"
"2029",201.62016896,438.658880994,"WM"
"2030",165.211526842,330.55806719,"Layer5"
"2031",169.126918516,217.37174466,"Layer3"
"2032",336.138625438,261.70117913,"Layer6"
"2033",348.154827472,315.70658153,"Layer6"
"2034",490.234040286,381.458158952,"Layer2"
"2035",297.614771726,444.779493266,"Layer6"
"2036",341.719183686,348.019813966,"Layer6"
"2037",242.844292792,304.185429018,"Layer6"
"2038",226.552663068,417.281742544,"WM"
"2039",475.92260865,214.176425018,"Layer2"
"2040",374.88750166,472.277243988,"Layer4"
"2041",231.863194304,109.991002888,"Layer1"
"2042",244.284436856,110.081011892,"Layer1"
"2043",178.307836924,233.618369882,"Layer3"
"2044",167.64176995,422.277242266,"WM"
"2045",301.710181408,309.991009776,"Layer6"
"2046",283.888398616,202.025209478,"Layer4"
"2047",357.245736876,342.754287232,"Layer6"
"2048",215.616569082,212.286235934,"Layer3"
"2049",367.821794846,164.896495328,"Layer3"
"2050",189.603966926,384.653478594,"WM"
"2051",240.909099206,147.794784568,"Layer1"
"2052",352.38525066,159.360941582,"Layer3"
"2053",368.001812854,143.294334368,"Layer3"
"2054",258.145823472,331.23313472,"Layer6"
"2055",218.676875218,217.731780676,"Layer3"
"2056",412.556269834,407.830797124,"Layer3"
"2057",213.141321472,131.41314584,"Layer1"
"2058",245.769585422,331.143125716,"Layer6"
"2059",333.168328306,245.49955841,"Layer5"
"2060",361.38615106,197.164723262,"Layer4"
"2061",196.804687246,244.509459366,"Layer3"
"2062",344.914503328,331.863197748,"Layer6"
"2063",321.55716679,137.578762614,"Layer3"
"2064",207.740781232,449.504965976,"WM"
"2065",371.827195524,466.876703748,"Layer4"
"2066",378.757888832,369.846997436,"Layer5"
"2067",331.90820225,418.046819078,"Layer6"
"2068",139.333938192,481.368153392,"WM"
"2069",487.218738652,365.256538232,"Layer2"
"2070",185.913597762,465.526568688,"WM"
"2071",252.205229208,298.82989328,"Layer6"
"2072",174.302436246,357.605772892,"Layer6"
"2073",453.19533514,359.630975482,"Layer3"
"2074",411.071121268,186.7686833,"Layer3"
"2075",214.716479042,341.719183686,"Layer6"
"2076",474.977514108,343.60937277,"Layer3"
"2077",236.363644504,347.254737432,"Layer6"
"2078",451.440159562,170.882094094,"Layer2"
"2079",255.715580364,239.558964146,"Layer5"
"2080",263.366345704,471.467162952,"WM"
"2081",189.063912902,460.17103295,"WM"
"2082",477.992815742,359.81099349,"Layer2"
"2083",155.220527398,422.187233262,"WM"
"2084",324.437454918,164.581463814,"Layer3"
"2085",415.61657597,413.276341866,"Layer3"
"2086",156.16562194,292.75428551,"Layer4"
"2087",253.870395782,498.379855148,"WM"
"2088",245.229531398,406.660680072,"WM"
"2089",452.475263108,456.660681794,"Layer3"
"2090",259.270936022,180.288035012,"Layer3"
"2091",334.653476872,466.606676736,"Layer5"
"2092",228.39784765,158.460851542,"Layer1"
"2093",444.149430238,321.7821893,"Layer3"
"2094",387.93880724,386.093622658,"Layer5"
"2095",165.886594372,233.528360878,"Layer3"
"2096",314.086419458,310.08101878,"Layer6"
"2097",255.17552634,315.031514,"Layer6"
"2098",475.292545622,300.450055352,"Layer2"
"2099",222.277235378,147.659771062,"Layer1"
"2100",170.927098596,395.319545568,"WM"
"2101",239.783986656,298.739884276,"Layer5"
"2102",417.101724536,208.37084426,"Layer3"
"2103",381.41315445,429.207935574,"Layer5"
"2104",168.406846484,314.401450972,"Layer5"
"2105",307.875798182,310.036014278,"Layer6"
"2106",256.030611878,196.399646728,"Layer3"
"2107",443.789394222,375.742587198,"Layer3"
"2108",404.230436964,272.997309132,"Layer5"
"2109",460.081023946,262.60126917,"Layer3"
"2110",168.811887002,260.486057576,"Layer3"
"2111",189.964002942,330.738085198,"Layer6"
"2112",469.17193335,289.648974872,"Layer3"
"2113",453.960411674,251.755184188,"Layer3"
"2114",155.71557692,357.470759386,"Layer6"
"2115",444.734488764,246.309639446,"Layer3"
"2116",245.589567414,352.700282174,"WM"
"2117",418.586873102,429.477962586,"Layer3"
"2118",232.178225818,492.7992969,"WM"
"2119",401.485162342,224.437451474,"Layer4"
"2120",401.935207362,159.720977598,"Layer3"
"2121",404.545468478,229.837991714,"Layer4"
"2122",270.072016502,396.0396176,"WM"
"2123",466.111627214,284.20343013,"Layer3"
"2124",164.671472818,406.075621546,"WM"
"2125",243.789387334,174.752481266,"Layer3"
"2126",243.384346816,228.667874662,"Layer4"
"2127",399.18993274,111.16111994,"Layer2"
"2128",202.07021398,373.98741162,"WM"
"2129",155.085513892,443.74438972,"WM"
"2130",319.666977706,396.399653616,"Layer6"
"2131",251.665175184,374.347447636,"WM"
"2132",249.684977096,217.956803186,"Layer3"
"2133",370.252037954,256.570665902,"Layer5"
"2134",173.987404732,400.720085808,"WM"
"2135",353.150327194,477.49776622,"Layer5"
"2136",264.581467258,298.919902284,"Layer6"
"2137",217.056713146,444.19443474,"WM"
"2138",313.951405952,331.638175238,"Layer6"
"2139",177.812787402,298.289839256,"Layer5"
"2140",423.897404338,122.142218428,"Layer2"
"2141",249.054914068,304.23043352,"Layer6"
"2142",290.639073916,126.552659624,"Layer1"
"2143",307.740784676,331.593170736,"Layer6"
"2144",219.39694725,120.657069862,"Layer1"
"2145",250.810089646,492.934310406,"WM"
"2146",481.368153392,322.052216312,"Layer2"
"2147",255.895598372,218.001807688,"Layer4"
"2148",407.380752104,267.596768892,"Layer4"
"2149",218.541861712,239.288937134,"Layer4"
"2150",281.143123994,153.46535182,"Layer2"
"2151",419.306945134,332.403251772,"Layer4"
"2152",427.857800514,434.923507328,"Layer3"
"2153",356.795691856,407.425756606,"Layer5"
"2154",454.680483706,154.725477876,"Layer1"
"2155",280.82809248,196.579664736,"Layer3"
"2156",172.322238158,201.215128442,"Layer2"
"2157",154.995504888,454.500465698,"WM"
"2158",434.2934443,402.610274892,"Layer3"
"2159",378.892902338,348.289840978,"Layer5"
"2160",384.248438076,466.966712752,"Layer3"
"2161",314.311441968,277.722781842,"Layer6"
"2162",456.660681794,311.116122326,"Layer3"
"2163",226.462654064,428.082823024,"WM"
"2164",291.989208976,369.216934408,"Layer6"
"2165",166.29163489,179.612967482,"Layer1"
"2166",475.877604148,224.977505498,"Layer2"
"2167",456.7956953,289.558965868,"Layer3"
"2168",462.826298568,311.161126828,"Layer3"
"2169",270.70207953,309.765987266,"Layer6"
"2170",320.387049738,299.324942802,"Layer6"
"2171",355.445556796,164.806486324,"Layer3"
"2172",363.681380662,310.441054796,"Layer6"
"2173",211.026109878,422.547269278,"WM"
"2174",434.833498324,327.137725038,"Layer3"
"2175",419.756990154,267.686777896,"Layer4"
"2176",326.327644002,331.728184242,"Layer6"
"2177",465.526568688,370.477060464,"Layer3"
"2178",309.765987266,477.227739208,"Layer6"
"2179",381.503163454,418.406855094,"Layer5"
"2180",392.934306962,121.917195918,"Layer3"
"2181",342.079219702,294.10442057,"Layer6"
"2182",270.47705702,342.124224204,"WM"
"2183",395.454559074,202.835290514,"Layer3"
"2184",416.696684018,262.286237656,"Layer4"
"2185",400.09002278,418.5418686,"Layer4"
"2186",257.785787456,385.148528116,"WM"
"2187",226.642672072,406.525666566,"WM"
"2188",366.426655284,359.000912454,"Layer5"
"2189",207.875794738,427.947809518,"WM"
"2190",242.79928829,314.941504996,"Layer6"
"2191",274.572466702,207.335740714,"Layer4"
"2192",282.40325005,406.930707084,"WM"
"2193",265.436552796,180.333039514,"Layer3"
"2194",417.011715532,219.17192474,"Layer3"
"2195",276.507660288,363.726385164,"WM"
"2196",441.26914211,294.824492602,"Layer3"
"2197",254.185427296,455.22053773,"WM"
"2198",327.272738544,202.340240992,"Layer4"
"2199",316.516662566,401.755189354,"Layer6"
"2200",252.0252112,320.43205424,"Layer6"
"2201",419.531967644,300.045014834,"Layer4"
"2202",315.436554518,126.732677632,"Layer2"
"2203",165.571562858,276.642673794,"Layer3"
"2204",444.959511274,213.951402508,"Layer3"
"2205",196.89469625,233.753383388,"Layer3"
"2206",396.93970764,423.897404338,"Layer4"
"2207",165.751580866,255.085517336,"Layer3"
"2208",373.08732158,294.32944308,"Layer5"
"2209",271.332142558,223.492356932,"Layer5"
"2210",446.354650836,445.859601314,"Layer3"
"2211",168.31683748,325.202531452,"Layer5"
"2212",338.65887755,342.619273726,"Layer6"
"2213",415.84159848,380.918104928,"Layer4"
"2214",447.164731872,337.98381002,"Layer3"
"2215",421.827197246,413.321346368,"Layer3"
"2216",438.883903504,192.349241548,"Layer3"
"2217",198.289835812,465.616577692,"WM"
"2218",260.846093592,390.594072858,"WM"
"2219",384.698483096,402.250238876,"Layer5"
"2220",326.417653006,320.972108264,"Layer6"
"2221",240.504058688,201.710177964,"Layer3"
"2222",397.16473015,391.5391674,"Layer4"
"2223",366.11162377,402.11522537,"Layer5"
"2224",200.090015892,217.59676717,"Layer3"
"2225",232.89829785,395.769590588,"WM"
"2226",303.825393002,444.824497768,"Layer6"
"2227",414.176431906,181.36814306,"Layer3"
"2228",462.601276058,343.519363766,"Layer3"
"2229",471.962212474,338.163828028,"Layer3"
"2230",445.589574302,127.677772174,"Layer1"
"2231",223.492356932,411.881202304,"WM"
"2232",165.796585368,244.284436856,"Layer3"
"2233",431.683183184,332.493260776,"Layer3"
"2234",385.958609152,229.702978208,"Layer5"
"2235",305.310541568,239.919000162,"Layer5"
"2236",249.459954586,250.315040124,"Layer5"
"2237",305.220532564,250.720080642,"Layer5"
"2238",291.359145948,455.490564742,"Layer6"
"2239",195.499556688,427.857800514,"WM"
"2240",323.267337866,326.327644002,"Layer6"
"2241",351.125124604,331.90820225,"Layer6"
"2242",297.839794236,412.421256328,"Layer6"
"2243",356.930705362,385.868600148,"Layer5"
"2244",320.522063244,277.767786344,"Layer6"
"2245",454.455461196,187.083714814,"Layer2"
"2246",221.377145338,277.047714312,"Layer5"
"2247",322.727283842,401.800193856,"Layer6"
"2248",172.862292182,125.742578588,"Layer1"
"2249",167.551760946,433.033318244,"WM"
"2250",242.484256776,358.100822414,"WM"
"2251",408.460860152,116.651669184,"Layer2"
"2252",419.396954138,321.602171292,"Layer4"
"2253",385.193532618,337.533765,"Layer5"
"2254",472.187234984,305.80559109,"Layer3"
"2255",400.945108318,299.910001328,"Layer5"
"2256",363.996412176,267.281737378,"Layer5"
"2257",170.297035568,481.593175902,"WM"
"2258",237.218730042,228.62287016,"Layer4"
"2259",425.877602426,278.532862878,"Layer3"
"2260",419.621976648,289.288938856,"Layer4"
"2261",454.185434184,219.441951752,"Layer3"
"2262",440.234038564,435.013516332,"Layer3"
"2263",404.635477482,219.081915736,"Layer4"
"2264",270.25203451,374.482461142,"WM"
"2265",189.288935412,427.812796012,"WM"
"2266",172.007206644,244.329441358,"Layer3"
"2267",465.031519166,435.19353434,"Layer2"
"2268",383.303343534,170.387044572,"Layer3"
"2269",312.196230374,142.88929385,"Layer3"
"2270",379.342947358,283.573367102,"Layer5"
"2271",468.631879326,365.121524726,"Layer3"
"2272",332.13322476,385.68858214,"Layer6"
"2273",463.636379604,203.330340036,"Layer2"
"2274",217.191726652,422.59227378,"WM"
"2275",439.198935018,149.234928632,"Layer2"
"2276",266.42665184,476.912707694,"WM"
"2277",241.764184744,455.130528726,"WM"
"2278",252.655274228,234.158423906,"Layer4"
"2279",149.369942138,378.982911342,"Layer6"
"2280",332.448256274,342.574269224,"Layer6"
"2281",443.474362708,418.856900114,"Layer3"
"2282",379.61297437,251.215130164,"Layer5"
"2283",337.713783008,472.007216976,"Layer5"
"2284",352.430255162,148.604865604,"Layer3"
"2285",484.428459528,327.497761054,"Layer2"
"2286",439.378953026,127.632767672,"Layer1"
"2287",366.966709308,283.483358098,"Layer5"
"2288",477.362752714,446.084623824,"Layer2"
"2289",290.009010888,212.826289958,"Layer4"
"2290",265.616570804,158.730878554,"Layer2"
"2291",287.398749772,142.709275842,"Layer2"
"2292",438.838899002,203.150322028,"Layer3"
"2293",163.36634226,152.610266282,"Layer1"
"2294",379.297942856,294.374447582,"Layer5"
"2295",232.44825283,460.486064464,"WM"
"2296",177.182724374,384.56346959,"WM"
"2297",416.156629994,337.75878751,"Layer4"
"2298",264.491458254,309.720982764,"Layer6"
"2299",183.888395172,319.937004718,"Layer5"
"2300",407.155729594,299.95500583,"Layer5"
"2301",395.81459509,148.919897118,"Layer3"
"2302",228.037811634,212.376244938,"Layer3"
"2303",376.777690744,213.456352986,"Layer5"
"2304",384.473460586,434.608475814,"Layer4"
"2305",382.493262498,278.217831364,"Layer5"
"2306",229.74798271,401.125126326,"WM"
"2307",289.15392535,331.45815723,"Layer6"
"2308",312.916302406,471.827198968,"Layer6"
"2309",338.568868546,353.375349704,"Layer6"
"2310",342.25923771,272.547264112,"Layer6"
"2311",267.731782398,293.564366546,"Layer6"
"2312",443.699385218,386.498663176,"Layer3"
"2313",435.823597368,186.948701308,"Layer3"
"2314",224.34744247,293.249335032,"Layer5"
"2315",383.033316522,202.74528151,"Layer4"
"2316",284.338443636,137.308735602,"Layer1"
"2317",262.691278174,131.773181856,"Layer1"
"2318",196.354642226,309.225933242,"Layer5"
"2319",223.267334422,444.239439242,"WM"
"2320",368.766889388,461.476163508,"Layer5"
"2321",263.636372716,428.352850036,"WM"
"2322",474.392455582,429.883003104,"Layer2"
"2323",394.419455528,343.024314244,"Layer5"
"2324",207.065713702,109.81098488,"Layer1"
"2325",146.219626998,384.33844708,"Layer6"
"2326",208.730880276,309.315942246,"Layer5"
"2327",292.214231486,336.85869747,"Layer6"
"2328",390.729086364,423.852399836,"Layer4"
"2329",307.515762166,363.951407674,"Layer6"
"2330",184.74348071,201.305137446,"Layer3"
"2331",343.924404284,472.052221478,"Layer5"
"2332",267.821791402,282.763286066,"Layer6"
"2333",339.10892257,277.90279985,"Layer6"
"2334",159.99100461,190.324038958,"Layer1"
"2335",287.57876778,121.152119384,"Layer1"
"2336",378.127825804,456.12062777,"Layer4"
"2337",227.542762112,277.092718814,"Layer5"
"2338",432.538268722,213.861393504,"Layer3"
"2339",260.35104407,455.265542232,"WM"
"2340",252.295238212,288.073817302,"Layer5"
"2341",232.67327534,428.127827526,"WM"
"2342",413.501364376,278.442853874,"Layer4"
"2343",243.47435582,217.911798684,"Layer3"
"2344",348.604872492,250.990107654,"Layer5"
"2345",369.396952416,375.202533174,"Layer5"
"2346",432.94330924,159.946000108,"Layer2"
"2347",215.931600596,169.171923018,"Layer1"
"2348",316.291640056,434.113426292,"Layer6"
"2349",234.92350044,115.391543128,"Layer1"
"2350",239.64897315,320.342045236,"Layer6"
"2351",223.177325418,454.99551522,"WM"
"2352",359.540966478,455.985614264,"Layer5"
"2353",393.654378994,450.855101036,"Layer3"
"2354",457.335749324,214.041411512,"Layer3"
"2355",183.16832314,416.96671103,"WM"
"2356",288.523862322,417.731787564,"Layer6"
"2357",311.20613133,283.07831758,"Layer6"
"2358",323.58236938,283.168326584,"Layer6"
"2359",283.123322082,309.85599627,"Layer6"
"2360",256.255634388,164.086414292,"Layer2"
"2361",357.650777394,288.838893836,"Layer6"
"2362",139.468951698,459.810996934,"WM"
"2363",257.920800962,363.591371658,"WM"
"2364",403.780391944,337.668778506,"Layer5"
"2365",183.258332144,406.210635052,"WM"
"2366",310.171027784,423.26734131,"Layer6"
"2367",145.679572974,459.856001436,"WM"
"2368",145.499554966,481.413157894,"WM"
"2369",286.00361021,336.813692968,"Layer6"
"2370",174.61746776,314.446455474,"Layer5"
"2371",385.418555128,305.220532564,"Layer5"
"2372",152.655270784,352.070219146,"Layer5"
"2373",305.13052356,261.47615662,"Layer6"
"2374",264.041413234,374.43745664,"WM"
"2375",239.468955142,341.899201694,"Layer6"
"2376",212.736280954,185.328539236,"Layer2"
"2377",292.889299016,239.828991158,"Layer5"
"2378",279.567966424,369.126925404,"WM"
"2379",386.183631662,197.34474127,"Layer3"
"2380",375.157528672,439.91900705,"Layer5"
"2381",204.500457088,465.661582194,"WM"
"2382",282.313241046,417.686783062,"Layer6"
"2383",401.350148836,245.994607932,"Layer5"
"2384",339.018913566,288.70388033,"Layer6"
"2385",283.348344592,277.497759332,"Layer6"
"2386",191.224128998,158.19082453,"Layer1"
"2387",151.080113214,141.719176798,"Layer1"
"2388",206.525659678,185.283534734,"Layer2"
"2389",245.904598928,309.585969258,"Layer6"
"2390",212.19622693,260.80108909,"Layer4"
"2391",170.837089592,406.120626048,"WM"
"2392",270.792088534,298.964906786,"Layer6"
"2393",442.529268166,122.277231934,"Layer1"
"2394",294.419452084,460.936109484,"Layer6"
"2395",169.036909512,228.127820638,"Layer3"
"2396",457.110726814,246.39964845,"Layer3"
"2397",474.212437574,451.440159562,"Layer2"
"2398",298.244834754,358.505862932,"Layer6"
"2399",472.412257494,273.492358654,"Layer2"
"2400",340.054017112,148.5148566,"Layer3"
"2401",336.588670458,196.984705254,"Layer4"
"2402",279.342943914,401.485162342,"WM"
"2403",184.653471706,212.061213424,"Layer3"
"2404",456.390654782,343.474359264,"Layer3"
"2405",377.092722258,170.34204007,"Layer3"
"2406",207.965803742,417.146729038,"WM"
"2407",262.37624666,174.887494772,"Layer3"
"2408",292.30424049,326.102621492,"Layer6"
"2409",180.828089036,314.491459976,"Layer5"
"2410",450.765092032,267.911800406,"Layer3"
"2411",344.464458308,396.579671624,"Layer6"
"2412",288.658875828,396.174631106,"Layer6"
"2413",348.289840978,294.149425072,"Layer6"
"2414",478.442860762,295.094519614,"Layer2"
"2415",289.468956864,288.343844314,"Layer6"
"2416",449.81999749,397.344748158,"Layer3"
"2417",244.014409844,142.394244328,"Layer1"
"2418",316.786689578,369.396952416,"Layer6"
"2419",497.839801124,187.398746328,"Layer1"
"2420",153.870392338,179.522958478,"Layer1"
"2421",426.19263394,235.37354546,"Layer3"
"2422",385.553568634,283.618371604,"Layer5"
"2423",237.578766058,174.707476764,"Layer2"
"2424",285.463556186,412.331247324,"Layer6"
"2425",183.483354654,373.852398114,"Layer6"
"2426",437.038718922,451.17013255,"Layer3"
"2427",229.837991714,390.369050348,"WM"
"2428",373.267339588,272.772286622,"Layer5"
"2429",325.38254946,461.161131994,"Layer6"
"2430",275.022511722,142.619266838,"Layer1"
"2431",225.337541514,153.060311302,"Layer1"
"2432",239.333941636,363.456358152,"WM"
"2433",237.443752552,196.264633222,"Layer3"
"2434",369.892001938,310.486059298,"Layer5"
"2435",247.029711478,158.595865048,"Layer2"
"2436",448.334848924,176.237629832,"Layer2"
"2437",269.531962478,471.512167454,"Layer6"
"2438",268.45185443,196.489655732,"Layer3"
"2439",190.549061468,255.265535344,"Layer3"
"2440",267.416750884,336.678679462,"Layer6"
"2441",451.62017757,149.324937636,"Layer1"
"2442",387.758789232,407.650779116,"Layer5"
"2443",325.247535954,482.718288452,"Layer6"
"2444",405.26554051,132.808285402,"Layer3"
"2445",227.002708088,352.565268668,"Layer6"
"2446",394.284442022,364.581470702,"Layer5"
"2447",236.993707532,260.981107098,"Layer5"
"2448",196.714678242,255.310539846,"Layer3"
"2449",405.310545012,122.007204922,"Layer3"
"2450",450.360051514,321.827193802,"Layer3"
"2451",284.518461644,115.751579144,"Layer1"
"2452",165.526558356,287.443754274,"Layer4"
"2453",244.914499884,449.774992988,"WM"
"2454",351.755187632,245.634571916,"Layer5"
"2455",440.774092588,359.540966478,"Layer3"
"2456",407.200734096,289.198929852,"Layer5"
"2457",256.210629886,174.84249027,"Layer3"
"2458",449.504965976,440.459061074,"Layer3"
"2459",465.211537174,413.636377882,"Layer3"
"2460",266.471656342,466.111627214,"Layer6"
"2461",250.090017614,164.04140979,"Layer2"
"2462",320.837094758,234.653473428,"Layer5"
"2463",336.85869747,164.671472818,"Layer3"
"2464",379.072920346,326.73268452,"Layer5"
"2465",237.038712034,250.22503112,"Layer5"
"2466",444.464461752,278.667876384,"Layer3"
"2467",260.891098094,379.792992378,"WM"
"2468",323.447355874,304.770487544,"Layer6"
"2469",382.268239988,310.576068302,"Layer5"
"2470",206.615668682,174.482454254,"Layer1"
"2471",302.340244436,223.717379442,"Layer5"
"2472",347.839795958,358.865898948,"Layer6"
"2473",457.650780838,170.927098596,"Layer1"
"2474",335.50856241,347.974809464,"Layer6"
"2475",295.90460065,256.030611878,"Layer5"
"2476",211.881195416,303.960406508,"Layer5"
"2477",441.584173624,251.665175184,"Layer3"
"2478",271.737183076,169.576963536,"Layer3"
"2479",246.939702474,169.396945528,"Layer2"
"2480",376.23763672,288.973907342,"Layer5"
"2481",228.127820638,201.62016896,"Layer3"
"2482",175.157521784,238.97390562,"Layer3"
"2483",296.669677184,148.199825086,"Layer3"
"2484",331.68317974,450.405056016,"Layer6"
"2485",246.84969347,180.198026008,"Layer3"
"2486",220.567064302,384.878501104,"WM"
"2487",341.494161176,380.378050904,"Layer6"
"2488",281.233132998,142.66427134,"Layer2"
"2489",338.793891056,321.062117268,"Layer6"
"2490",374.347447636,121.782182412,"Layer3"
"2491",238.613869604,460.531068966,"WM"
"2492",401.080121824,278.35284487,"Layer5"
"2493",370.657078472,202.655272506,"Layer4"
"2494",375.607573692,375.247537676,"Layer5"
"2495",362.646277116,450.630078526,"Layer5"
"2496",244.82449088,460.576073468,"WM"
"2497",163.14131975,184.96850322,"Layer1"
"2498",305.445555074,218.361843704,"Layer5"
"2499",411.431157284,132.853289904,"Layer3"
"2500",188.253831866,141.98920381,"Layer1"
"2501",424.932507884,407.920806128,"Layer3"
"2502",231.09811777,217.82178968,"Layer3"
"2503",409.09092318,456.34565028,"Layer3"
"2504",172.81728768,136.498654566,"Layer1"
"2505",192.439250552,422.457260274,"WM"
"2506",312.421252884,110.531056912,"Layer1"
